aaa,",5
ate,He ate his lunch quickly,1
atf,The ATF is a federal law enforcement agency,4
atg,,5
ath,,5
ati,,5
atl,ATL is the airport code for Atlanta,3
atm,He withdrew cash from the ATM,1
atn,,5
ato,,5
atp,ATP is the energy currency of the cell,3
ats,,5
att,ATT is a major telecommunications company,2
atv,They rode the ATV through the forest,2
aua,,5
aud,Aud is short for auditorium,3
aue,,5
auf,,5
aug,August is often abbreviated as Aug,2
auk,The great auk is an extinct bird,3
aum,,5
aun,,5
aur,,5
aus,Aus is short for Australia,3
aut,,5
aux,Auxiliary cables are often called aux cables,3
ava,Ava is a popular girl's name,2
ave,He lives on Park Ave,2
avg,The avg temperature this month is high,3
avi,Avi is a common file format for videos,3
avo,He added avo to his toast,3
avs,,5
awa,,5
awe,She looked at the view in awe,1
awk,That was an awkward moment,2
awl,He used an awl to punch holes,3
awn,The awn of the barley plant,4
aws,,5
aww,"Aww, that's so cute",2
axa,,5
axe,He chopped wood with an axe,1
axl,Axl Rose is the lead singer of Guns N' Roses,3
aya,,5
aye,"Aye, captain!",2
ayn,Ayn Rand wrote 'Atlas Shrugged',3
ayo,,5
ayr,,5
ays,,5
ayu,,5
azo,Azo dyes are used in textiles,4
azt,AZT is a drug used to treat HIV,4
baa,The sheep went baa,2
bab,,5
bac,BAC stands for Blood Alcohol Content,3
bad,That was a bad idea,1
bae,He's my bae,2
bag,She carried a heavy bag,1
bah,"Bah, humbug!",2
bai,,5
bal,,5
bam,Bam! The door slammed shut,2
ban,They decided to ban smoking,1
bao,,5
bap,,5
bar,He went to the bar for a drink,1
bas,,5
bat,He swung the bat and hit the ball,1
bau,,5
bav,,5
bay,The boat sailed into the bay,1
baz,,5
bba,,5
bbb,,5
bbc,The BBC is a British broadcasting company,2
bbl,,5
bbq,They had a BBQ in the backyard,2
bbs,,5
bcc,Use BCC to send a blind copy of an email,3
bcd,,5
bce,BCE stands for Before Common Era,3
bcs,,5
bda,,5
bds,,5
bea,Bea Arthur was a famous actress,3
bec,,5
bed,He lay down on the bed,1
bee,A bee buzzed by,1
beg,He began to beg for mercy,1
bei,,5
bel,,5
ben,Ben is a common first name,2
ber,,5
bes,,5
bet,He placed a bet on the game,1
bev,Bev is short for beverage,3
bey,Beyoncé is often called Bey,2
bez,,5
bfa,,5
bfd,,5
bff,She is my BFF,3
bfg,,5
bfs,,5
bgh,,5
bgs,,5
bha,,5
bho,,5
bht,,5
bib,The baby wore a bib,2
bic,He used a Bic pen,3
bid,He placed a bid on the item,1
bif,,5
big,That is a big house,1
bil,,5
bin,Put the trash in the bin,1
bio,She wrote a short bio for her profile,2
bip,,5
bis,,5
bit,He took a bit of the cake,1
biv,,5
bix,,5
biz,He runs a small biz,2
bjs,,5
bks,,5
bla,,5
ble,,5
blm,BLM stands for Black Lives Matter,3
blo,,5
bls,,5
blt,I ordered a BLT sandwich,2
blu,,5
bly,,5
bmg,,5
bmi,He calculated his BMI,3
bmp,,5
bmr,,5
bms,,5
bmt,,5
bmw,He drives a BMW,2
bmx,He loves BMX biking,3
bnb,They stayed at a cozy BnB,3
boa,She wore a feather boa,3
bob,Bob is a common name,2
bod,,5
bog,The frog jumped into the bog,3
boh,,5
boi,,5
bok,He read a bok choy recipe,4
bol,,5
bom,,5
bon,Bon voyage!,3
boo,She said "boo" to scare him,2
bop,They danced to the bop,3
bor,,5
bos,,5
bot,He programmed a chat bot,3
bow,She tied a bow on the gift,1
box,He packed the box,1
boy,The boy is playing,1
boz,,5
bpa,BPA is found in some plastics,4
bpe,,5
bph,,5
bpi,,5
bpm,The song has a fast BPM,3
bps,,5
bqe,,5
bqw,,5
bra,She bought a new bra,1
brb,I'll BRB,3
bri,,5
bro,He is my bro,2
brr,"Brr, it's cold!",2
brs,,5
bru,,5
bsa,,5
bsc,,5
bse,,5
bsh,,5
bso,,5
bss,,5
bto,,5
btr,,5
bts,BTS is a popular K-pop band,3
btu,The heater's output is measured in BTUs,4
btw,BTW stands for "by the way",2
bub,"Hey bub, how are you?",3
buc,,5
bud,He is my best bud,2
buf,,5
bug,There is a bug in the code,1
buh,,5
bul,,5
bum,He felt like a bum,3
bun,She ate a cinnamon bun,1
bur,,5
bus,He took the bus to work,1
but,"I wanted to go, but I was too tired",1
buy,I need to buy groceries,1
buz,,5
bvd,,5
bwi,BWI is an airport in Maryland,4
bws,,5
bxp,,5
bxq,,5
bya,,5
bye,She waved goodbye,1
byo,The party is BYO (Bring Your Own),3
bys,,5
byu,BYU is a university in Utah,3
caa,,5
cab,We took a cab to the hotel,1
cac,,5
cad,He is a cad and a scoundrel,3
caf,,5
cag,,5
cai,,5
cal,Cal is short for California,3
cam,He set up the cam for recording,2
can,Can you help me?,1
cap,He wore a baseball cap,1
car,She drove her car to work,1
cas,,5
cat,The cat is sleeping,1
cav,The cav unit was deployed,4
caw,The crow let out a loud caw,3
cay,The boat sailed past the cay,3
caz,,5
cba,,5
cbc,CBC is a Canadian broadcasting company,3
cbd,CBD oil is used for pain relief,3
cbo,,5
cbs,CBS is a major television network,1
ccc,,5
ccd,,5
cch,,5
cci,,5
ccl,,5
ccr,,5
ccs,,5
ccu,,5
ccv,,5
ccw,,5
ccx,,5
cdc,The CDC provides health guidelines,3
cde,,5
cdi,,5
cdl,,5
cdn,,5
cdr,,5
cds,He still listens to CDs,2
cdt,,5
cdv,,5
cdx,,5
cea,,5
cee,,5
cel,Cel animation is a traditional technique,3
cen,,5
ceo,The CEO made an important announcement,1
cep,,5
cer,,5
ces,,5
cet,,5
cew,,5
cey,,5
cfc,,5
cfl,CFL is a Canadian football league,4
cfo,The CFO manages the company's finances,2
cfs,,5
cgi,The movie used a lot of CGI,3
cgs,,5
cha,,5
che,Che Guevara was a revolutionary,3
chg,,5
chi,Chi is a concept in Chinese philosophy,3
chm,,5
chn,,5
cho,,5
chp,,5
chr,,5
chu,,5
cia,The CIA is a U.S. intelligence agency,1
cic,,5
cid,,5
cie,,5
cig,He smoked a cig,3
cii,,5
cin,,5
cio,The CIO oversees the company's IT,3
cir,,5
cis,,5
cit,,5
civ,,5
cix,,5
cks,,5
cle,,5
cli,CLI stands for Command Line Interface,4
clk,,5
clr,,5
clu,,5
clv,,5
clx,,5
cly,,5
cma,,5
cmd,,5
cmi,,5
cml,,5
cms,,5
cmt,,5
cmu,,5
cmv,,5
cmx,,5
cna,,5
cnn,CNN is a major news network,1
cns,,5
coa,,5
cob,,5
cod,The cod fish is commonly found in the Atlantic,2
coe,,5
cog,The cog in the machine was broken,3
col,Col. is an abbreviation for Colonel,3
com,He works for a .com company,2
con,He was a con artist,2
coo,The pigeon began to coo,3
cop,The cop arrested the thief,1
coq,Coq au vin is a French dish,4
cor,,5
cos,The cosine function is used in trigonometry,3
cot,He slept on a cot,1
cow,The cow grazed in the field,1
cox,The coxswain steered the boat,3
coy,She gave a coy smile,3
coz,He is my coz (cousin),4
cpa,He is a certified CPA,3
cpc,,5
cpd,,5
cpi,,5
cpk,,5
cpl,He was promoted to Cpl. (Corporal),3
cpm,,5
cpo,,5
cpr,He performed CPR on the unconscious person,2
cps,,5
cpt,,5
cpu,The CPU is the brain of the computer,2
cqd,,5
cqo,,5
cra,,5
cre,,5
cri,,5
cro,,5
crs,,5
crt,The CRT monitor is outdated,3
cru,,5
crv,,5
crx,,5
cry,She began to cry,1
csa,,5
csc,,5
csi,CSI is a popular TV show,2
csl,,5
csm,,5
csn,,5
cso,,5
css,,5
cst,CST stands for Central Standard Time,3
csu,,5
csx,,5
cta,,5
ctn,,5
cto,The CTO is responsible for technology strategy,3
ctr,,5
cts,,5
ctu,,5
ctv,,5
ctw,,5
cty,,5
cub,A baby bear is called a cub,1
cud,The cow chewed its cud,3
cue,He missed the cue in the play,2
cui,,5
cul,,5
cum,,5
cup,He drank from the cup,1
cur,The cur barked loudly,3
cus,,5
cut,He made a clean cut,1
cuz,Cuz is short for cousin,3
cvi,,5
cvs,CVS is a popular pharmacy chain,2
cwm,A cwm is a cirque or valley,4
cwo,,5
cwt,,5
cxc,,5
cxi,,5
cxl,,5
cxv,,5
cya,Cya later!,3
cyd,,5
cye,,5
cyl,,5
cyo,,5
cyr,,5
cys,,5
cyt,,5
dab,He did a dab after scoring,2
dad,My dad is my hero,1
dae,,5
daf,,5
dag,,5
dah,,5
dai,,5
dak,,5
dal,,5
dam,The dam holds back the river,1
dan,Dan is a common first name,2
dao,,5
dap,He gave his friend a dap,3
dar,,5
das,,5
dat,,5
dau,,5
dav,,5
daw,,5
dax,,5
day,It's a sunny day,1
dba,He is a DBA (Database Administrator),4
dbl,,5
dbs,,5
dca,,5
dcc,,5
dci,,5
dcl,,5
dcs,,5
dcv,,5
dcx,,5
ddd,,5
dde,,5
ddr,DDR is a type of memory in computers,4
dds,,5
ddt,DDT is a banned pesticide,3
dea,The DEA enforces drug laws,3
deb,Deb is short for Deborah,3
dec,Dec is short for December,3
ded,,5
dee,Dee is a common nickname,3
def,Def Leppard is a famous rock band,3
deg,,5
dei,,5
del,Del is short for Delilah,3
dem,Dem is short for Democrat,3
den,The bear hibernates in its den,1
deo,,5
dep,,5
der,,5
des,,5
det,,5
dev,Dev is short for developer,3
dew,The grass is wet with dew,1
dex,Dex is short for Dexter,3
dey,,5
dfa,,5
dfc,,5
dfw,DFW is the airport code for Dallas/Fort Worth,4
dga,,5
dha,,5
dhe,,5
dhl,DHL is a global shipping company,3
dhs,The DHS is the Department of Homeland Security,3
dia,Dia is Spanish for day,3
dib,,5
dic,,5
did,He did his homework,1
die,He will die without water,1
dif,,5
dig,He likes to dig in the garden,1
dii,,5
dik,,5
dil,,5
dim,The lights are dim,1
din,The din of the crowd was deafening,3
dio,,5
dip,He took a dip in the pool,1
dir,,5
dis,Dis is short for disrespect,3
dit,,5
diu,,5
div,,5
dix,,5
diy,DIY stands for Do It Yourself,3
diz,,5
djs,The DJs played great music,3
dks,,5
dli,,5
dlo,,5
dlr,,5
dls,,5
dlv,,5
dlx,,5
dma,,5
dmc,,5
dmd,,5
dms,,5
dmv,You need to go to the DMV to renew your license,2
dmx,DMX was a famous rapper,3
dmz,The DMZ separates North and South Korea,3
dna,DNA is the blueprint of life,1
dnc,The DNC organizes the Democratic National Convention,3
dnd,He loves playing Dungeons and Dragons (DND),3
dnh,,5
dnj,,5
dnr,He has a DNR order in his medical file,3
dns,The DNS translates domain names to IP addresses,4
dny,,5
doa,The patient was DOA at the hospital,3
dob,Please provide your DOB,3
doc,The doc will see you now,2
dod,The DOD is responsible for military operations,3
doe,A doe is a female deer,2
dof,,5
dog,The dog barked loudly,1
doh,Homer Simpson's catchphrase is "D'oh!",2
doi,The DOI manages public lands in the U.S.,4
doj,The DOJ oversees law enforcement,3
dol,The DOL handles labor issues,3
dom,He is the dom in their relationship,3
don,Don Quixote is a famous literary character,2
doo,The Scooby-Doo show is a classic,2
dop,,5
dor,,5
dos,He uses DOS to run old software,3
dot,Connect the dots,1
dov,,5
dow,The Dow Jones is a stock market index,2
dox,He was doxxed online,3
doy,,5
doz,He bought a dozen eggs,2
dpi,Set the DPI for better print quality,3
dps,The DPS in the game is very high,3
dpt,,5
dqs,,5
drc,The DRC is a country in Africa,3
dre,Dr. Dre is a famous music producer,2
dri,,5
drj,,5
drk,,5
dro,,5
drs,The DRS system is used in cricket,4
drt,,5
dru,,5
drx,,5
dry,The clothes are dry now,1
dsc,,5
dsl,DSL is a type of internet connection,3
dsm,The DSM is used for diagnosing mental disorders,3
dso,,5
dss,,5
dst,DST stands for Daylight Saving Time,3
dsv,,5
dsw,DSW is a popular shoe store,3
dtf,,5
dtp,,5
dts,,5
dty,,5
dua,,5
dub,He won the dub in the game,3
duc,,5
dud,The firework was a dud,2
due,The assignment is due tomorrow,1
dug,He dug a hole in the yard,1
duh,"Duh, that's obvious",2
dui,He was arrested for a DUI,3
dum,,5
dun,The dun horse was grazing,3
duo,They performed as a musical duo,2
dup,,5
dur,,5
dux,,5
duz,,5
dvd,We watched a movie on DVD,2
dvi,,5
dvm,,5
dvr,The DVR recorded the show,3
dwf,,5
dwi,He was charged with a DWI,3
dxc,,5
dxi,,5
dxl,,5
dxv,,5
dya,,5
dye,She used a dye to color the fabric,2
dyo,,5
dys,,5
dzo,,5
ead,,5
eah,,5
eal,,5
ean,,5
eap,,5
ear,He whispered in her ear,1
eas,,5
eat,What do you want to eat?,1
eau,Eau de toilette is a type of perfume,3
ebb,The tide began to ebb,3
ebi,,5
ebn,,5
ebs,,5
ebt,,5
ebw,,5
eca,,5
ecg,An ECG measures heart activity,3
ech,,5
eck,,5
eco,He drives an eco-friendly car,2
ect,,5
ecu,The ECU is a part of a car's engine system,4
eda,,5
edb,,5
edd,,5
ede,,5
edh,,5
edi,,5
edm,EDM is a popular genre of music,3
edo,,5
edp,,5
eds,,5
edt,,5
edu,He works in the edu sector,4
edw,,5
edy,,5
eec,,5
eee,,5
eef,,5
eeg,An EEG records brain activity,3
eek,Eek! There's a spider!,3
eel,The eel swam swiftly,2
een,,5
eeo,,5
eer,,5
ees,,5
eew,,5
eff,,5
efg,,5
efs,,5
eft,He made an EFT to pay the bill,4
efx,,5
egg,She boiled an egg for breakfast,1
ego,He has a big ego,1
egs,,5
ehf,,5
ehs,,5
eia,,5
eid,Eid is an important Muslim festival,3
eie,,5
eig,,5
eik,,5
ein,,5
eio,,5
eir,,5
eis,,5
eka,,5
eke,He managed to eke out a living,3
ekg,An EKG is another term for ECG,3
eku,,5
ela,,5
elb,,5
eld,,5
ele,,5
elf,The elf helped Santa,2
elg,,5
elh,,5
eli,Eli is a common first name,3
elk,The elk roamed the forest,2
ell,She learned to ell her name,4
elm,The elm tree is very tall,2
elo,,5
elp,,5
els,,5
elt,,5
ely,,5
ema,,5
emb,,5
emc,,5
eme,,5
emf,,5
emg,,5
emi,,5
emk,,5
emm,,5
emo,He listens to emo music,3
emp,,5
ems,EMS stands for Emergency Medical Services,3
emt,An EMT arrived at the scene,3
emu,An emu is a large bird,2
ena,,5
enc,,5
end,The end of the story,1
ene,,5
eng,,5
enl,,5
eno,,5
ens,He ens the letter with a flourish,4
ent,,5
env,,5
enz,,5
eoc,,5
eoe,,5
eof,,5
eom,,5
eon,An eon is a very long period of time,3
eos,,5
epa,The EPA regulates environmental policies,3
eph,,5
epi,The epi-pen saved his life,3
eps,,5
ept,,5
eqs,,5
era,The Victorian era was a time of great change,1
erb,,5
ere,He stood ere the dawn,3
erf,,5
erg,An erg is a unit of energy,3
eri,,5
erk,,5
erl,,5
erm,,5
ern,,5
ero,,5
err,To err is human,2
ers,,5
ert,,5
ery,,5
esa,,5
esc,Press the ESC key to exit,3
esd,,5
ese,,5
esg,,5
esi,,5
esk,,5
esl,ESL stands for English as a Second Language,3
eso,,5
esp,ESP stands for extrasensory perception,3
esq,He signed the letter with Esq.,4
esr,,5
ess,,5
est,He is the est. manager,4
esu,,5
eta,The ETA for the flight is 3 PM,3
etc,"He bought apples, oranges, etc.",1
etd,,5
ete,,5
eth,Eth is an Old English letter,4
eto,,5
etr,,5
ets,,5
etu,,5
etv,,5
euk,,5
eup,,5
eur,,5
eux,,5
eva,Eva is a common first name,3
eve,Christmas Eve is a special night,1
evi,,5
evo,Evo is short for evolution,3
evs,,5
ewa,,5
ewe,A ewe is a female sheep,3
ewk,,5
ewr,EWR is the airport code for Newark,4
ews,,5
ewt,,5
eww,,5
exa,,5
exc,Exc. stands for excellent,4
exe,The .exe file is an executable program,3
exo,Exo- refers to something external,3
exp,Exp. is short for experience,4
exs,,5
ext,Ext. is short for extension,4
eya,,5
eye,The eye is the window to the soul,1
eze,,5
ezr,,5
faa,The FAA regulates aviation,3
fab,That dress is fab!,2
fac,,5
fad,Fidget spinners were a fad,2
fae,,5
fag,,5
fah,,5
fal,,5
fam,He's fam with the latest trends,3
fan,The fan kept the room cool,1
fao,,5
fap,,5
faq,Check the FAQ for common questions,2
far,He lives far away,1
fas,,5
fat,He is trying to lose fat,1
fau,,5
fav,That's my fav song,3
faw,,5
fax,Send me a fax,1
fay,Fay is a common first name,3
fbi,The FBI investigates federal crimes,1
fbs,,5
fcc,The FCC regulates communications,3
fda,The FDA approves new drugs,2
fdr,FDR was a U.S. President,2
fds,,5
fea,,5
feb,February is the second month of the year,2
fec,,5
fed,He was fed up with the delays,1
fee,There's a fee for this service,1
feg,,5
feh,"Feh, I don't care",3
fel,,5
fem,,5
fen,,5
feo,,5
fer,,5
fes,,5
fet,,5
feu,,5
few,There are a few options,1
fey,She had a fey look in her eyes,3
fez,He wore a red fez,3
ffa,,5
fff,,5
fgh,,5
fgn,,5
fgs,,5
fha,The FHA insures mortgages,3
fhm,,5
fib,He told a little fib,1
fic,,5
fid,,5
fie,Fie on you!,3
fig,He ate a fresh fig,1
fil,,5
fin,The fish has a large fin,1
fio,,5
fir,The fir tree is tall,1
fis,,5
fit,The clothes fit well,1
fix,He needs to fix the car,1
fiz,,5
fla,,5
flo,Flo is a common nickname,3
flt,,5
flu,He caught the flu,1
fly,The bird can fly,1
fms,,5
fnn,,5
foa,,5
fob,He has a key fob,3
foe,He met his foe in battle,2
fog,The fog is thick today,1
foh,,5
fol,,5
fon,,5
foo,,5
fop,He dressed like a fop,3
for,This gift is for you,1
fos,,5
fou,,5
fox,A fox is a clever animal,1
foy,,5
fpa,,5
fpc,,5
fpm,,5
fra,,5
fri,Friday is the end of the workweek,2
frl,,5
fro,His hair is in a fro,3
frs,,5
frt,,5
fry,He likes to fry chicken,1
fsu,FSU is a university in Florida,3
fta,,5
ftc,The FTC protects consumers,3
ftd,,5
fth,,5
ftp,FTP is used for file transfers,3
fts,,5
ftw,FTW means "for the win",3
fub,,5
fud,,5
fug,He wore a fug jacket,3
ful,,5
fum,,5
fun,We had a lot of fun,1
fur,The cat has soft fur,1
fut,,5
fwd,Please fwd this email,3
fyi,For your information (FYI),1
fyn,,5
gab,They had a quick gab over coffee,3
gac,,5
gad,He likes to gad about the city,3
gae,,5
gag,The joke made everyone gag,2
gah,Gah! I forgot my keys!,3
gai,,5
gak,,5
gal,She's a great gal,2
gam,He decided to gam with his friends,3
gan,,5
gao,,5
gap,There's a gap in the fence,1
gar,,5
gas,The car is low on gas,1
gat,,5
gau,,5
gaw,He couldn't help but gaw at the sight,3
gay,He came out as gay,1
gaz,,5
gbo,,5
gbr,GBR is the abbreviation for Great Britain,4
gbs,,5
gcb,,5
gcd,,5
gdp,GDP stands for Gross Domestic Product,4
gdr,,5
gds,,5
ged,He earned his GED last year,3
gee,"Gee, that's a great idea!",2
gel,The hair gel keeps his hair in place,1
gem,She found a beautiful gem,1
gen,Gen Z is the youngest generation,3
geo,Geo is short for geography,3
ger,,5
ges,,5
get,Get me some water,1
gey,,5
gfs,,5
ghb,,5
ghg,GHG stands for greenhouse gases,4
ghi,,5
ghz,The processor runs at 3 GHz,4
gia,,5
gib,,5
gid,,5
gie,,5
gif,Send me a funny GIF,1
gig,He has a gig tonight,1
gil,,5
gin,She ordered a gin and tonic,1
gio,,5
gip,,5
gis,GIS stands for Geographic Information System,4
git,,5
gju,,5
glc,,5
gli,,5
glo,,5
glt,,5
gma,GMA stands for Good Morning America,3
gmc,GMC is a popular truck brand,3
gmo,GMO stands for genetically modified organism,3
gms,,5
gmt,GMT stands for Greenwich Mean Time,3
gmu,,5
gnc,GNC is a health and nutrition store,3
gno,,5
gnp,GNP stands for Gross National Product,4
gnr,GNR is short for Guns N' Roses,3
gnu,A GNU is a type of antelope,3
goa,Goa is a state in India,3
gob,He took a big gob of food,3
god,Many people believe in God,1
goe,,5
gog,,5
goi,,5
gol,,5
gon,,5
goo,The goo was sticky and gross,2
gop,GOP stands for Grand Old Party,3
gor,,5
gos,,5
got,He got a new job,1
gov,The gov is short for government,3
gow,,5
gox,,5
goy,,5
gpa,My GPA is 3.8,3
gpo,,5
gps,Use the GPS to find the location,1
gpu,The GPU handles graphics processing,3
gqs,,5
gre,The GRE is a standardized test for graduate school,3
grf,,5
gro,,5
grp,,5
grr,"Grr, I'm so frustrated!",3
gru,Gru is the main character in Despicable Me,3
gsa,,5
gsn,,5
gso,,5
gss,,5
gst,,5
gsu,,5
gta,Grand Theft Auto is a popular video game series,2
gtd,,5
gte,,5
gtg,Got to go (GTG),4
gti,The Volkswagen GTI is a popular car model,3
gto,The Pontiac GTO is a classic muscle car,3
gts,,5
gtx,,5
gub,,5
gue,,5
gui,Graphical User Interface (GUI),4
gul,The gul is a type of bird,3
gum,Chewing gum is popular among kids,1
gun,He fired the gun,1
gup,,5
gur,,5
gus,Gus is a common nickname,3
gut,He had a gut feeling,1
guv,,5
guy,He's a nice guy,1
gwb,George W. Bush (GWB) was the 43rd President of the United States,3
gwu,George Washington University (GWU),4
gym,I go to the gym every day,1
gyn,Gynecology (GYN) is a medical specialty,4
gyp,,5
gyr,,5
gza,GZA is a member of the Wu-Tang Clan,3
hab,,5
had,He had a great time,1
hae,,5
hag,The old hag was scary,3
hah,Hah! That's funny,3
hai,,5
haj,"Haj is another term for Hajj, the Muslim pilgrimage",4
hal,Hal is a common first name,3
ham,I like ham sandwiches,1
han,Han Solo is a character in Star Wars,2
hao,,5
hap,,5
har,,5
has,She has a cat,1
hat,He wore a hat,1
hav,,5
haw,,5
hay,The barn was full of hay,1
haz,,5
hbo,HBO is a popular TV network,2
hbs,,5
hcg,,5
hch,,5
hcl,,5
hdg,,5
hdl,,5
hds,,5
hea,,5
heb,,5
hec,,5
hed,,5
hee,"Hee hee, that's funny",3
hef,Hugh Hefner (Hef) founded Playboy magazine,3
heh,"Heh, that was amusing",3
hel,,5
hem,She had to hem her dress,2
hen,The hen laid an egg,1
hep,Hepatitis (Hep) is a liver disease,4
her,Her book is interesting,1
hes,,5
het,,5
hew,He will hew the tree into shape,3
hex,He cast a hex on her,2
hey,Hey! How are you?,1
hfc,,5
hgh,,5
hgt,,5
hhh,,5
hhs,,5
hic,He had a hiccup,3
hid,He hid behind the door,1
hie,,5
hih,,5
hij,,5
hil,,5
him,I saw him at the store,1
hin,,5
hip,He has a hip injury,1
hiq,,5
his,His car is new,1
hit,He hit the ball,1
hiv,HIV is a serious virus,2
hln,HLN is a news network,3
hmm,"Hmm, let me think",1
hmo,Health Maintenance Organization (HMO),4
hms,,5
hmu,Text me when you get home (HMU),3
hnc,,5
hoa,The HOA manages the neighborhood,3
hob,He used a hob to cook the meal,3
hoc,,5
hod,,5
hoe,He used a hoe in the garden,2
hof,He was inducted into the Hall of Fame (HOF),3
hog,The hog rolled in the mud,2
hoh,,5
hoi,Hoi polloi means the common people,3
hol,,5
hom,,5
hon,Honolulu is the capital of Hawaii,3
hoo,The owl went hoo hoo,3
hop,The bunny likes to hop,1
hor,,5
hos,,5
hot,The coffee is hot,1
hou,Houston is a large city in Texas,2
hov,He drove in the HOV lane,4
how,How are you today?,1
hox,,5
hoy,,5
hps,,5
hqs,,5
hra,,5
hrc,,5
hre,,5
hrh,HRH stands for His/Her Royal Highness,4
hrs,,5
hse,,5
hsi,,5
hsn,HSN is a popular shopping network,3
hst,Harry S. Truman (HST) was the 33rd President,3
hsu,,5
htc,HTC is a smartphone brand,3
hto,,5
htp,,5
hts,,5
hua,,5
hub,The airport is a major hub,2
hud,The HUD displays game information,3
hue,The sky had a beautiful hue,2
hug,She gave him a big hug,1
huh,"Huh, what did you say?",1
hui,,5
huk,,5
hum,He began to hum a tune,1
hun,Hun is a term for a member of a nomadic tribe,3
hup,,5
hur,,5
hus,,5
hut,They built a small hut,2
hwm,,5
hwy,The car sped down the hwy (highway),3
hye,,5
hyp,,5
hys,,5
ial,,5
iam,,5
ian,Ian is a common first name,2
iao,,5
